run_id,question_run_id,response_id,question_id,country,timestamp,framework,category_id,question_version,prompt_version,backend,status,number_of_evidences
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q01,RESP_IRLANDA_Q01_20260912T143215Z,Q01,irlanda,2026-09-12T14:32:24.996649+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C01,3.0,rag-country-v3.2,openai,executed,1
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q02,RESP_IRLANDA_Q02_20260912T143215Z,Q02,irlanda,2026-09-12T14:32:32.388900+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C02,3.0,rag-country-v3.2,openai,executed,2
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q03,RESP_IRLANDA_Q03_20260912T143215Z,Q03,irlanda,2026-09-12T14:32:39.466946+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C03,3.0,rag-country-v3.2,openai,executed,2
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q04,RESP_IRLANDA_Q04_20260912T143215Z,Q04,irlanda,2026-09-12T14:32:50.185743+00:00,OECD_PISA,C04,3.0,rag-country-v3.2,openai,executed,4
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q05,RESP_IRLANDA_Q05_20260912T143215Z,Q05,irlanda,2026-09-12T14:32:59.169697+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C05,3.0,rag-country-v3.2,openai,executed,3
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q06,RESP_IRLANDA_Q06_20260912T143215Z,Q06,irlanda,2026-09-12T14:33:08.004126+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C06,3.0,rag-country-v3.2,openai,executed,3
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q07,RESP_IRLANDA_Q07_20260912T143215Z,Q07,irlanda,2026-09-12T14:33:14.694667+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C07,3.0,rag-country-v3.2,openai,executed,2
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q08,RESP_IRLANDA_Q08_20260912T143215Z,Q08,irlanda,2026-09-12T14:33:27.321881+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C08,3.0,rag-country-v3.2,openai,executed,2
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q09,RESP_IRLANDA_Q09_20260912T143215Z,Q09,irlanda,2026-09-12T14:33:33.636823+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C09,3.0,rag-country-v3.2,openai,executed,2
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q10,RESP_IRLANDA_Q10_20260912T143215Z,Q10,irlanda,2026-09-12T14:33:41.871921+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C10,3.0,rag-country-v3.2,openai,executed,3
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q11,RESP_IRLANDA_Q11_20260912T143215Z,Q11,irlanda,2026-09-12T14:33:49.026709+00:00,UNESCO_GCED_2015,C11,3.0,rag-country-v3.2,openai,executed,2
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q12,RESP_IRLANDA_Q12_20260912T143215Z,Q12,irlanda,2026-09-12T14:33:56.564390+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C12,3.0,rag-country-v3.2,openai,executed,3
RUN_IRLANDA_20260912T143215Z,RUN_IRLANDA_20260912T143215Z_Q13,RESP_IRLANDA_Q13_20260912T143215Z,Q13,irlanda,2026-09-12T14:34:03.338158+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C13,3.0,rag-country-v3.2,openai,executed,2
