run_id,question_run_id,response_id,question_id,country,timestamp,framework,category_id,question_version,prompt_version,backend,status,number_of_evidences
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q01,RESP_BRASIL_Q01_20260912T140932Z,Q01,brasil,2026-09-12T14:09:43.901310+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C01,3.0,rag-country-v3.2,openai,executed,3
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q02,RESP_BRASIL_Q02_20260912T140932Z,Q02,brasil,2026-09-12T14:09:53.939328+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C02,3.0,rag-country-v3.2,openai,executed,3
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q03,RESP_BRASIL_Q03_20260912T140932Z,Q03,brasil,2026-09-12T14:10:02.015806+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C03,3.0,rag-country-v3.2,openai,executed,3
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q04,RESP_BRASIL_Q04_20260912T140932Z,Q04,brasil,2026-09-12T14:10:08.279468+00:00,OECD_PISA,C04,3.0,rag-country-v3.2,openai,executed,1
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q05,RESP_BRASIL_Q05_20260912T140932Z,Q05,brasil,2026-09-12T14:10:16.460796+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C05,3.0,rag-country-v3.2,openai,executed,2
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q06,RESP_BRASIL_Q06_20260912T140932Z,Q06,brasil,2026-09-12T14:10:27.515039+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C06,3.0,rag-country-v3.2,openai,executed,2
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q07,RESP_BRASIL_Q07_20260912T140932Z,Q07,brasil,2026-09-12T14:10:41.234913+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C07,3.0,rag-country-v3.2,openai,executed,3
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q08,RESP_BRASIL_Q08_20260912T140932Z,Q08,brasil,2026-09-12T14:10:48.554848+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C08,3.0,rag-country-v3.2,openai,executed,3
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q09,RESP_BRASIL_Q09_20260912T140932Z,Q09,brasil,2026-09-12T14:10:55.527336+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C09,3.0,rag-country-v3.2,openai,executed,2
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q10,RESP_BRASIL_Q10_20260912T140932Z,Q10,brasil,2026-09-12T14:11:02.936978+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C10,3.0,rag-country-v3.2,openai,executed,2
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q11,RESP_BRASIL_Q11_20260912T140932Z,Q11,brasil,2026-09-12T14:11:09.194783+00:00,UNESCO_GCED_2015,C11,3.0,rag-country-v3.2,openai,executed,1
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q12,RESP_BRASIL_Q12_20260912T140932Z,Q12,brasil,2026-09-12T14:11:17.481676+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C12,3.0,rag-country-v3.2,openai,executed,3
RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q13,RESP_BRASIL_Q13_20260912T140932Z,Q13,brasil,2026-09-12T14:11:30.796432+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C13,3.0,rag-country-v3.2,openai,executed,2
