run_id,question_run_id,response_id,question_id,country,timestamp,framework,category_id,question_version,prompt_version,backend,status,number_of_evidences
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q01,RESP_EUA_Q01_20260912T142218Z,Q01,eua,2026-09-12T14:22:30.889606+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C01,3.0,rag-country-v3.2,openai,executed,2
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q02,RESP_EUA_Q02_20260912T142218Z,Q02,eua,2026-09-12T14:22:37.056499+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C02,3.0,rag-country-v3.2,openai,executed,2
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q03,RESP_EUA_Q03_20260912T142218Z,Q03,eua,2026-09-12T14:22:44.693513+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C03,3.0,rag-country-v3.2,openai,executed,2
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q04,RESP_EUA_Q04_20260912T142218Z,Q04,eua,2026-09-12T14:22:53.132586+00:00,OECD_PISA,C04,3.0,rag-country-v3.2,openai,executed,2
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q05,RESP_EUA_Q05_20260912T142218Z,Q05,eua,2026-09-12T14:22:59.175411+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C05,3.0,rag-country-v3.2,openai,executed,2
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q06,RESP_EUA_Q06_20260912T142218Z,Q06,eua,2026-09-12T14:23:07.572901+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C06,3.0,rag-country-v3.2,openai,executed,2
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q07,RESP_EUA_Q07_20260912T142218Z,Q07,eua,2026-09-12T14:23:16.229253+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C07,3.0,rag-country-v3.2,openai,executed,3
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q08,RESP_EUA_Q08_20260912T142218Z,Q08,eua,2026-09-12T14:23:26.478630+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C08,3.0,rag-country-v3.2,openai,executed,2
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q09,RESP_EUA_Q09_20260912T142218Z,Q09,eua,2026-09-12T14:23:33.870299+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C09,3.0,rag-country-v3.2,openai,executed,2
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q10,RESP_EUA_Q10_20260912T142218Z,Q10,eua,2026-09-12T14:23:40.348751+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C10,3.0,rag-country-v3.2,openai,executed,2
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q11,RESP_EUA_Q11_20260912T142218Z,Q11,eua,2026-09-12T14:23:45.883135+00:00,UNESCO_GCED_2015,C11,3.0,rag-country-v3.2,openai,executed,2
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q12,RESP_EUA_Q12_20260912T142218Z,Q12,eua,2026-09-12T14:23:56.223228+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C12,3.0,rag-country-v3.2,openai,executed,2
RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q13,RESP_EUA_Q13_20260912T142218Z,Q13,eua,2026-09-12T14:24:02.721940+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C13,3.0,rag-country-v3.2,openai,executed,3
