run_id,question_run_id,response_id,question_id,country,timestamp,framework,category_id,question_version,prompt_version,backend,status,number_of_evidences
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q01,RESP_SINGAPURA_Q01_20260912T144617Z,Q01,singapura,2026-09-12T14:46:28.504535+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C01,3.0,rag-country-v3.2,openai,executed,2
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q02,RESP_SINGAPURA_Q02_20260912T144617Z,Q02,singapura,2026-09-12T14:46:37.854192+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C02,3.0,rag-country-v3.2,openai,executed,2
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q03,RESP_SINGAPURA_Q03_20260912T144617Z,Q03,singapura,2026-09-12T14:46:46.101526+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C03,3.0,rag-country-v3.2,openai,executed,2
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q04,RESP_SINGAPURA_Q04_20260912T144617Z,Q04,singapura,2026-09-12T14:46:52.800095+00:00,OECD_PISA,C04,3.0,rag-country-v3.2,openai,executed,2
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q05,RESP_SINGAPURA_Q05_20260912T144617Z,Q05,singapura,2026-09-12T14:46:59.865832+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C05,3.0,rag-country-v3.2,openai,executed,2
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q06,RESP_SINGAPURA_Q06_20260912T144617Z,Q06,singapura,2026-09-12T14:47:07.547566+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C06,3.0,rag-country-v3.2,openai,executed,2
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q07,RESP_SINGAPURA_Q07_20260912T144617Z,Q07,singapura,2026-09-12T14:47:14.294940+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C07,3.0,rag-country-v3.2,openai,executed,2
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q08,RESP_SINGAPURA_Q08_20260912T144617Z,Q08,singapura,2026-09-12T14:47:23.888567+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C08,3.0,rag-country-v3.2,openai,executed,2
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q09,RESP_SINGAPURA_Q09_20260912T144617Z,Q09,singapura,2026-09-12T14:47:33.339240+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C09,3.0,rag-country-v3.2,openai,executed,2
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q10,RESP_SINGAPURA_Q10_20260912T144617Z,Q10,singapura,2026-09-12T14:47:43.059244+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C10,3.0,rag-country-v3.2,openai,executed,3
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q11,RESP_SINGAPURA_Q11_20260912T144617Z,Q11,singapura,2026-09-12T14:47:54.127859+00:00,UNESCO_GCED_2015,C11,3.0,rag-country-v3.2,openai,executed,2
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q12,RESP_SINGAPURA_Q12_20260912T144617Z,Q12,singapura,2026-09-12T14:48:00.019689+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C12,3.0,rag-country-v3.2,openai,executed,2
RUN_SINGAPURA_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z_Q13,RESP_SINGAPURA_Q13_20260912T144617Z,Q13,singapura,2026-09-12T14:48:06.007226+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C13,3.0,rag-country-v3.2,openai,executed,2
